x,y,color,label,batch
230.5961571930489,350.9387303184417,#1f77b4,a,4
233.14348062144418,344.03933064182104,#1f77b4,a,4
229.19540177203353,350.7447494073392,#1f77b4,a,4
221.95826616552677,325.5809127143708,#1f77b4,a,4
220.86618498975034,328.3015981093628,#1f77b4,a,4
212.8959535810193,331.0002275895397,#1f77b4,a,4
211.55928213886023,320.10469496359826,#1f77b4,a,4
181.22834329467466,348.97721552104,#1f77b4,a,4
170.5897505678117,329.89596380869847,#1f77b4,a,4
165.49243034642654,346.8571492068926,#1f77b4,a,4
150.64336177987232,363.273322061308,#1f77b4,a,4
184.9732644396874,355.0968635710377,#1f77b4,a,4
149.7228254107627,371.55524315085194,#1f77b4,a,4
170.80658184865604,370.6723912764684,#1f77b4,a,4
159.4460238942023,354.39366857740424,#1f77b4,a,4
170.9393148045206,386.0837747753039,#1f77b4,a,4
163.05562049038122,384.30866089644417,#1f77b4,a,4
165.90178814820828,396.8148876932055,#1f77b4,a,4
164.3121790486919,400.4466667430886,#1f77b4,a,4
149.19013945225944,387.7706781764275,#1f77b4,a,4
173.89212120430446,426.0121696024611,#1f77b4,a,4
168.2905928662729,422.83545384891835,#1f77b4,a,4
153.970719771885,421.34998689862186,#1f77b4,a,4
185.84344097463983,415.5153470285196,#1f77b4,a,4
181.861305612487,420.3039067450434,#1f77b4,a,4
203.15238147291882,433.3715954194172,#1f77b4,a,4
384.29317473670534,281.3802696949512,#1f77b4,a,5
369.93195104915037,287.06515857165067,#1f77b4,a,5
385.5744904938523,285.6408689533585,#1f77b4,a,5
373.46196122326825,290.5852247598201,#1f77b4,a,5
404.30211403026846,289.9125038273237,#1f77b4,a,5
417.0700352979342,250.41709763715386,#1f77b4,a,5
401.80878476131613,260.19505347276066,#1f77b4,a,5
439.867009718827,271.6632000891151,#1f77b4,a,5
440.5290023908335,249.4420063961216,#1f77b4,a,5
420.8364457370025,249.1370864558222,#1f77b4,a,5
439.22733994636206,257.8876888385919,#1f77b4,a,5
411.6071853497135,217.62372420116964,#1f77b4,a,5
418.6316762363419,242.23539501120592,#1f77b4,a,5
401.3079590351504,222.01145119174282,#1f77b4,a,5
390.58138721611937,201.49989500452193,#1f77b4,a,5
398.1930714920293,204.0831694352608,#1f77b4,a,5
364.44614597135944,207.9839529809463,#1f77b4,a,5
376.4917526477405,223.4795159837238,#1f77b4,a,5
357.6896030751898,212.82103097697802,#1f77b4,a,5
315.6884629976484,190.55341099541755,#1f77b4,a,5
303.892207295546,223.04273413781215,#1f77b4,a,5
279.4893590355232,206.58038651785267,#1f77b4,a,5
304.17536767665143,190.08959647141,#1f77b4,a,5
274.4500162639035,197.21967104414307,#1f77b4,a,5
280.0294259962082,229.2077675780249,#1f77b4,a,5
